#    L    TT             EE             TE             PP             TP          
  1177   0.116451E+04   0.131002E+02  -0.467956E+01   0.242865E+06   0.455367E+01
  1178   0.116055E+04   0.132169E+02  -0.390562E+01   0.242533E+06   0.471992E+01
  1179   0.115653E+04   0.133379E+02  -0.314606E+01   0.242202E+06   0.488835E+01
  1180   0.115246E+04   0.134630E+02  -0.240120E+01   0.241872E+06   0.505891E+01
  1181   0.114833E+04   0.135923E+02  -0.167132E+01   0.241542E+06   0.523158E+01
  1182   0.114414E+04   0.137256E+02  -0.956680E+00   0.241214E+06   0.540633E+01
  1183   0.113990E+04   0.138628E+02  -0.257565E+00   0.240886E+06   0.558313E+01
  1184   0.113562E+04   0.140040E+02   0.425760E+00   0.240558E+06   0.576194E+01
  1185   0.113128E+04   0.141488E+02   0.109302E+01   0.240232E+06   0.594274E+01
  1186   0.112688E+04   0.142975E+02   0.174393E+01   0.239906E+06   0.612550E+01
  1187   0.112245E+04   0.144498E+02   0.237825E+01   0.239581E+06   0.631018E+01
  1188   0.111797E+04   0.146057E+02   0.299575E+01   0.239257E+06   0.649676E+01
  1189   0.111344E+04   0.147650E+02   0.359624E+01   0.238933E+06   0.668520E+01
  1190   0.110886E+04   0.149278E+02   0.417951E+01   0.238610E+06   0.687548E+01
  1191   0.110426E+04   0.150938E+02   0.474537E+01   0.238288E+06   0.706756E+01
  1192   0.109960E+04   0.152631E+02   0.529360E+01   0.237966E+06   0.726141E+01
  1193   0.109492E+04   0.154356E+02   0.582404E+01   0.237646E+06   0.745701E+01
  1194   0.109020E+04   0.156110E+02   0.633645E+01   0.237326E+06   0.765432E+01
  1195   0.108544E+04   0.157895E+02   0.683070E+01   0.237006E+06   0.785330E+01
  1196   0.108065E+04   0.159708E+02   0.730664E+01   0.236688E+06   0.805394E+01
  1197   0.107583E+04   0.161549E+02   0.776410E+01   0.236370E+06   0.825620E+01
  1198   0.107098E+04   0.163417E+02   0.820296E+01   0.236052E+06   0.846005E+01
  1199   0.106611E+04   0.165311E+02   0.862298E+01   0.235736E+06   0.866545E+01
  1200   0.106121E+04   0.167229E+02   0.902416E+01   0.235420E+06   0.887239E+01
  1201   0.105628E+04   0.169172E+02   0.940620E+01   0.235105E+06   0.908082E+01
  1202   0.105133E+04   0.171139E+02   0.976919E+01   0.234790E+06   0.929071E+01
  1203   0.104636E+04   0.173126E+02   0.101129E+02   0.234476E+06   0.950202E+01
  1204   0.104138E+04   0.175136E+02   0.104373E+02   0.234163E+06   0.971472E+01
  1205   0.103637E+04   0.177165E+02   0.107423E+02   0.233851E+06   0.992877E+01
  1206   0.103135E+04   0.179214E+02   0.110278E+02   0.233539E+06   0.101441E+02
  1207   0.102632E+04   0.181281E+02   0.112939E+02   0.233228E+06   0.103608E+02
  1208   0.102127E+04   0.183365E+02   0.115402E+02   0.232917E+06   0.105786E+02
  1209   0.101622E+04   0.185466E+02   0.117670E+02   0.232608E+06   0.107977E+02
  1210   0.101115E+04   0.187582E+02   0.119741E+02   0.232298E+06   0.110179E+02
  1211   0.100608E+04   0.189712E+02   0.121616E+02   0.231990E+06   0.112393E+02
  1212   0.100101E+04   0.191856E+02   0.123294E+02   0.231682E+06   0.114617E+02
  1213   0.995927E+03   0.194012E+02   0.124775E+02   0.231375E+06   0.116852E+02
  1214   0.990847E+03   0.196180E+02   0.126059E+02   0.231069E+06   0.119097E+02
  1215   0.985774E+03   0.198357E+02   0.127146E+02   0.230763E+06   0.121352E+02
  1216   0.980693E+03   0.200545E+02   0.128036E+02   0.230458E+06   0.123616E+02
  1217   0.975620E+03   0.202740E+02   0.128729E+02   0.230154E+06   0.125889E+02
  1218   0.970555E+03   0.204943E+02   0.129226E+02   0.229850E+06   0.128171E+02
  1219   0.965497E+03   0.207152E+02   0.129525E+02   0.229547E+06   0.130461E+02
  1220   0.960439E+03   0.209366E+02   0.129630E+02   0.229244E+06   0.132759E+02
  1221   0.955403E+03   0.211584E+02   0.129537E+02   0.228943E+06   0.135065E+02
  1222   0.950367E+03   0.213805E+02   0.129249E+02   0.228641E+06   0.137377E+02
  1223   0.945354E+03   0.216028E+02   0.128766E+02   0.228341E+06   0.139697E+02
  1224   0.940348E+03   0.218253E+02   0.128089E+02   0.228041E+06   0.142022E+02
  1225   0.935364E+03   0.220477E+02   0.127221E+02   0.227742E+06   0.144354E+02
  1226   0.930395E+03   0.222701E+02   0.126162E+02   0.227443E+06   0.146692E+02
  1227   0.925448E+03   0.224923E+02   0.124912E+02   0.227145E+06   0.149034E+02
  1228   0.920524E+03   0.227142E+02   0.123474E+02   0.226848E+06   0.151382E+02
  1229   0.915629E+03   0.229358E+02   0.121849E+02   0.226552E+06   0.153734E+02
  1230   0.910757E+03   0.231569E+02   0.120037E+02   0.226256E+06   0.156090E+02
  1231   0.905907E+03   0.233774E+02   0.118040E+02   0.225960E+06   0.158450E+02
  1232   0.901086E+03   0.235973E+02   0.115861E+02   0.225665E+06   0.160814E+02
  1233   0.896303E+03   0.238164E+02   0.113498E+02   0.225371E+06   0.163180E+02
  1234   0.891542E+03   0.240346E+02   0.110955E+02   0.225078E+06   0.165549E+02
  1235   0.886818E+03   0.242519E+02   0.108232E+02   0.224785E+06   0.167921E+02
  1236   0.882124E+03   0.244681E+02   0.105331E+02   0.224493E+06   0.170294E+02
  1237   0.877467E+03   0.246831E+02   0.102253E+02   0.224201E+06   0.172669E+02
  1238   0.872847E+03   0.248969E+02   0.990012E+01   0.223910E+06   0.175045E+02
  1239   0.868264E+03   0.251093E+02   0.955765E+01   0.223620E+06   0.177422E+02
  1240   0.863718E+03   0.253202E+02   0.919812E+01   0.223330E+06   0.179799E+02
  1241   0.859216E+03   0.255296E+02   0.882175E+01   0.223041E+06   0.182177E+02
  1242   0.854759E+03   0.257374E+02   0.842878E+01   0.222752E+06   0.184554E+02
  1243   0.850339E+03   0.259434E+02   0.801934E+01   0.222464E+06   0.186930E+02
  1244   0.845964E+03   0.261477E+02   0.759359E+01   0.222177E+06   0.189305E+02
  1245   0.841633E+03   0.263499E+02   0.715188E+01   0.221890E+06   0.191679E+02
  1246   0.837354E+03   0.265502E+02   0.669438E+01   0.221604E+06   0.194051E+02
  1247   0.833120E+03   0.267483E+02   0.622132E+01   0.221319E+06   0.196421E+02
  1248   0.828937E+03   0.269443E+02   0.573293E+01   0.221034E+06   0.198788E+02
  1249   0.824799E+03   0.271380E+02   0.522943E+01   0.220750E+06   0.201152E+02
  1250   0.820721E+03   0.273292E+02   0.471107E+01   0.220466E+06   0.203513E+02
  1251   0.816686E+03   0.275181E+02   0.417814E+01   0.220183E+06   0.205870E+02
  1252   0.812704E+03   0.277044E+02   0.363094E+01   0.219900E+06   0.208224E+02
  1253   0.808781E+03   0.278881E+02   0.306978E+01   0.219618E+06   0.210573E+02
  1254   0.804910E+03   0.280692E+02   0.249497E+01   0.219337E+06   0.212918E+02
  1255   0.801098E+03   0.282476E+02   0.190682E+01   0.219056E+06   0.215258E+02
  1256   0.797346E+03   0.284231E+02   0.130564E+01   0.218776E+06   0.217593E+02
  1257   0.793652E+03   0.285958E+02   0.691731E+00   0.218497E+06   0.219922E+02
  1258   0.790019E+03   0.287656E+02   0.654025E-01   0.218218E+06   0.222247E+02
  1259   0.786437E+03   0.289324E+02  -0.573038E+00   0.217939E+06   0.224565E+02
  1260   0.782929E+03   0.290961E+02  -0.122328E+01   0.217661E+06   0.226878E+02
  1261   0.779473E+03   0.292567E+02  -0.188502E+01   0.217384E+06   0.229184E+02
  1262   0.776084E+03   0.294140E+02  -0.255796E+01   0.217107E+06   0.231484E+02
  1263   0.772761E+03   0.295680E+02  -0.324178E+01   0.216831E+06   0.233777E+02
  1264   0.769498E+03   0.297188E+02  -0.393616E+01   0.216556E+06   0.236063E+02
  1265   0.766301E+03   0.298661E+02  -0.464077E+01   0.216281E+06   0.238342E+02
  1266   0.763164E+03   0.300099E+02  -0.535526E+01   0.216006E+06   0.240613E+02
  1267   0.760101E+03   0.301502E+02  -0.607929E+01   0.215733E+06   0.242876E+02
  1268   0.757105E+03   0.302870E+02  -0.681250E+01   0.215459E+06   0.245132E+02
  1269   0.754175E+03   0.304201E+02  -0.755453E+01   0.215187E+06   0.247379E+02
  1270   0.751312E+03   0.305496E+02  -0.830508E+01   0.214915E+06   0.249617E+02
  1271   0.748516E+03   0.306753E+02  -0.906372E+01   0.214643E+06   0.251847E+02
  1272   0.745794E+03   0.307972E+02  -0.983022E+01   0.214372E+06   0.254067E+02
  1273   0.743138E+03   0.309153E+02  -0.106041E+02   0.214102E+06   0.256278E+02
  1274   0.740549E+03   0.310295E+02  -0.113850E+02   0.213832E+06   0.258480E+02
  1275   0.738033E+03   0.311398E+02  -0.121727E+02   0.213562E+06   0.260672E+02
  1276   0.735588E+03   0.312462E+02  -0.129667E+02   0.213294E+06   0.262854E+02
  1277   0.733214E+03   0.313486E+02  -0.137667E+02   0.213025E+06   0.265025E+02
  1278   0.730912E+03   0.314469E+02  -0.145723E+02   0.212758E+06   0.267185E+02
  1279   0.728680E+03   0.315411E+02  -0.153833E+02   0.212491E+06   0.269335E+02
  1280   0.726520E+03   0.316313E+02  -0.161991E+02   0.212224E+06   0.271474E+02
  1281   0.724433E+03   0.317171E+02  -0.170196E+02   0.211958E+06   0.273601E+02
  1282   0.722417E+03   0.317989E+02  -0.178442E+02   0.211693E+06   0.275717E+02
  1283   0.720473E+03   0.318763E+02  -0.186727E+02   0.211428E+06   0.277820E+02
  1284   0.718601E+03   0.319494E+02  -0.195045E+02   0.211163E+06   0.279912E+02
  1285   0.716801E+03   0.320182E+02  -0.203395E+02   0.210899E+06   0.281991E+02
  1286   0.715074E+03   0.320827E+02  -0.211773E+02   0.210636E+06   0.284058E+02
  1287   0.713418E+03   0.321428E+02  -0.220174E+02   0.210373E+06   0.286111E+02
  1288   0.711835E+03   0.321985E+02  -0.228595E+02   0.210111E+06   0.288151E+02
  1289   0.710324E+03   0.322498E+02  -0.237031E+02   0.209849E+06   0.290178E+02
  1290   0.708886E+03   0.322967E+02  -0.245480E+02   0.209588E+06   0.292191E+02
  1291   0.707520E+03   0.323391E+02  -0.253937E+02   0.209327E+06   0.294191E+02
  1292   0.706225E+03   0.323772E+02  -0.262400E+02   0.209067E+06   0.296175E+02
  1293   0.705003E+03   0.324109E+02  -0.270862E+02   0.208808E+06   0.298146E+02
  1294   0.703853E+03   0.324401E+02  -0.279323E+02   0.208549E+06   0.300102E+02
  1295   0.702774E+03   0.324648E+02  -0.287778E+02   0.208290E+06   0.302042E+02
  1296   0.701766E+03   0.324851E+02  -0.296223E+02   0.208032E+06   0.303968E+02
  1297   0.700829E+03   0.325009E+02  -0.304654E+02   0.207774E+06   0.305878E+02
  1298   0.699962E+03   0.325122E+02  -0.313069E+02   0.207517E+06   0.307772E+02
  1299   0.699166E+03   0.325189E+02  -0.321464E+02   0.207261E+06   0.309650E+02
  1300   0.698439E+03   0.325211E+02  -0.329834E+02   0.207005E+06   0.311512E+02
  1301   0.697781E+03   0.325188E+02  -0.338178E+02   0.206750E+06   0.313358E+02
  1302   0.697193E+03   0.325120E+02  -0.346490E+02   0.206495E+06   0.315187E+02
  1303   0.696672E+03   0.325008E+02  -0.354768E+02   0.206240E+06   0.316999E+02
  1304   0.696219E+03   0.324850E+02  -0.363008E+02   0.205986E+06   0.318794E+02
  1305   0.695835E+03   0.324648E+02  -0.371208E+02   0.205733E+06   0.320572E+02
  1306   0.695516E+03   0.324402E+02  -0.379362E+02   0.205480E+06   0.322333E+02
  1307   0.695265E+03   0.324111E+02  -0.387468E+02   0.205227E+06   0.324076E+02
  1308   0.695079E+03   0.323777E+02  -0.395524E+02   0.204975E+06   0.325802E+02
  1309   0.694958E+03   0.323398E+02  -0.403524E+02   0.204724E+06   0.327511E+02
  1310   0.694901E+03   0.322975E+02  -0.411465E+02   0.204473E+06   0.329202E+02
  1311   0.694909E+03   0.322509E+02  -0.419346E+02   0.204223E+06   0.330875E+02
  1312   0.694979E+03   0.321998E+02  -0.427161E+02   0.203973E+06   0.332530E+02
  1313   0.695112E+03   0.321444E+02  -0.434907E+02   0.203723E+06   0.334168E+02
  1314   0.695306E+03   0.320847E+02  -0.442584E+02   0.203474E+06   0.335787E+02
  1315   0.695561E+03   0.320208E+02  -0.450184E+02   0.203226E+06   0.337387E+02
  1316   0.695876E+03   0.319525E+02  -0.457708E+02   0.202978E+06   0.338970E+02
  1317   0.696250E+03   0.318802E+02  -0.465152E+02   0.202731E+06   0.340534E+02
  1318   0.696683E+03   0.318037E+02  -0.472512E+02   0.202484E+06   0.342079E+02
  1319   0.697173E+03   0.317231E+02  -0.479785E+02   0.202237E+06   0.343605E+02
  1320   0.697720E+03   0.316384E+02  -0.486969E+02   0.201991E+06   0.345113E+02
  1321   0.698323E+03   0.315498E+02  -0.494061E+02   0.201746E+06   0.346601E+02
  1322   0.698981E+03   0.314572E+02  -0.501059E+02   0.201501E+06   0.348070E+02
  1323   0.699693E+03   0.313607E+02  -0.507958E+02   0.201256E+06   0.349520E+02
  1324   0.700459E+03   0.312603E+02  -0.514757E+02   0.201012E+06   0.350951E+02
  1325   0.701276E+03   0.311560E+02  -0.521452E+02   0.200768E+06   0.352362E+02
  1326   0.702144E+03   0.310479E+02  -0.528041E+02   0.200525E+06   0.353753E+02
  1327   0.703063E+03   0.309361E+02  -0.534522E+02   0.200283E+06   0.355124E+02
  1328   0.704030E+03   0.308204E+02  -0.540891E+02   0.200040E+06   0.356476E+02
  1329   0.705045E+03   0.307011E+02  -0.547146E+02   0.199799E+06   0.357808E+02
  1330   0.706108E+03   0.305782E+02  -0.553286E+02   0.199558E+06   0.359119E+02
  1331   0.707216E+03   0.304517E+02  -0.559307E+02   0.199317E+06   0.360410E+02
  1332   0.708368E+03   0.303217E+02  -0.565208E+02   0.199077E+06   0.361681E+02
  1333   0.709564E+03   0.301881E+02  -0.570986E+02   0.198837E+06   0.362931E+02
  1334   0.710803E+03   0.300512E+02  -0.576637E+02   0.198597E+06   0.364160E+02
  1335   0.712083E+03   0.299110E+02  -0.582161E+02   0.198358E+06   0.365369E+02
  1336   0.713403E+03   0.297674E+02  -0.587556E+02   0.198120E+06   0.366557E+02
  1337   0.714762E+03   0.296206E+02  -0.592819E+02   0.197882E+06   0.367723E+02
  1338   0.716159E+03   0.294707E+02  -0.597949E+02   0.197645E+06   0.368869E+02
  1339   0.717593E+03   0.293175E+02  -0.602942E+02   0.197408E+06   0.369993E+02
  1340   0.719061E+03   0.291615E+02  -0.607799E+02   0.197171E+06   0.371096E+02
  1341   0.720565E+03   0.290023E+02  -0.612516E+02   0.196935E+06   0.372177E+02
  1342   0.722101E+03   0.288402E+02  -0.617091E+02   0.196699E+06   0.373236E+02
  1343   0.723668E+03   0.286753E+02  -0.621524E+02   0.196464E+06   0.374274E+02
  1344   0.725266E+03   0.285075E+02  -0.625812E+02   0.196229E+06   0.375290E+02
  1345   0.726893E+03   0.283370E+02  -0.629954E+02   0.195995E+06   0.376283E+02
  1346   0.728548E+03   0.281638E+02  -0.633947E+02   0.195761E+06   0.377255E+02
  1347   0.730229E+03   0.279879E+02  -0.637791E+02   0.195528E+06   0.378204E+02
  1348   0.731935E+03   0.278094E+02  -0.641483E+02   0.195295E+06   0.379131E+02
  1349   0.733665E+03   0.276284E+02  -0.645021E+02   0.195062E+06   0.380035E+02
  1350   0.735417E+03   0.274451E+02  -0.648408E+02   0.194830E+06   0.380917E+02
  1351   0.737191E+03   0.272595E+02  -0.651640E+02   0.194598E+06   0.381776E+02
  1352   0.738985E+03   0.270716E+02  -0.654717E+02   0.194367E+06   0.382612E+02
  1353   0.740800E+03   0.268814E+02  -0.657638E+02   0.194136E+06   0.383425E+02
  1354   0.742627E+03   0.266894E+02  -0.660403E+02   0.193906E+06   0.384215E+02
  1355   0.744475E+03   0.264953E+02  -0.663011E+02   0.193676E+06   0.384983E+02
  1356   0.746339E+03   0.262993E+02  -0.665461E+02   0.193447E+06   0.385728E+02
  1357   0.748218E+03   0.261015E+02  -0.667752E+02   0.193218E+06   0.386451E+02
  1358   0.750111E+03   0.259019E+02  -0.669884E+02   0.192989E+06   0.387150E+02
  1359   0.752012E+03   0.257006E+02  -0.671856E+02   0.192761E+06   0.387828E+02
  1360   0.753920E+03   0.254978E+02  -0.673667E+02   0.192533E+06   0.388482E+02
  1361   0.755836E+03   0.252935E+02  -0.675316E+02   0.192306E+06   0.389114E+02
  1362   0.757767E+03   0.250876E+02  -0.676804E+02   0.192079E+06   0.389724E+02
  1363   0.759698E+03   0.248804E+02  -0.678130E+02   0.191853E+06   0.390311E+02
  1364   0.761636E+03   0.246719E+02  -0.679293E+02   0.191627E+06   0.390875E+02
  1365   0.763581E+03   0.244622E+02  -0.680294E+02   0.191401E+06   0.391417E+02
  1366   0.765519E+03   0.242514E+02  -0.681132E+02   0.191176E+06   0.391937E+02
  1367   0.767465E+03   0.240395E+02  -0.681807E+02   0.190951E+06   0.392434E+02
  1368   0.769411E+03   0.238266E+02  -0.682319E+02   0.190727E+06   0.392909E+02
  1369   0.771349E+03   0.236129E+02  -0.682668E+02   0.190503E+06   0.393362E+02
  1370   0.773295E+03   0.233985E+02  -0.682855E+02   0.190280E+06   0.393792E+02
  1371   0.775226E+03   0.231832E+02  -0.682880E+02   0.190057E+06   0.394199E+02
  1372   0.777157E+03   0.229674E+02  -0.682743E+02   0.189834E+06   0.394585E+02
  1373   0.779081E+03   0.227510E+02  -0.682445E+02   0.189612E+06   0.394948E+02
  1374   0.780998E+03   0.225342E+02  -0.681985E+02   0.189390E+06   0.395289E+02
  1375   0.782899E+03   0.223170E+02  -0.681365E+02   0.189169E+06   0.395608E+02
  1376   0.784794E+03   0.220995E+02  -0.680585E+02   0.188948E+06   0.395905E+02
  1377   0.786681E+03   0.218818E+02  -0.679645E+02   0.188727E+06   0.396179E+02
  1378   0.788553E+03   0.216640E+02  -0.678546E+02   0.188507E+06   0.396431E+02
  1379   0.790411E+03   0.214461E+02  -0.677289E+02   0.188287E+06   0.396662E+02
  1380   0.792246E+03   0.212283E+02  -0.675872E+02   0.188068E+06   0.396870E+02
  1381   0.794074E+03   0.210105E+02  -0.674298E+02   0.187849E+06   0.397056E+02
  1382   0.795880E+03   0.207929E+02  -0.672567E+02   0.187631E+06   0.397220E+02
  1383   0.797664E+03   0.205756E+02  -0.670679E+02   0.187412E+06   0.397362E+02
  1384   0.799425E+03   0.203585E+02  -0.668635E+02   0.187195E+06   0.397482E+02
  1385   0.801172E+03   0.201419E+02  -0.666437E+02   0.186977E+06   0.397580E+02
  1386   0.802897E+03   0.199258E+02  -0.664088E+02   0.186761E+06   0.397656E+02
  1387   0.804592E+03   0.197102E+02  -0.661586E+02   0.186544E+06   0.397710E+02
  1388   0.806265E+03   0.194954E+02  -0.658936E+02   0.186328E+06   0.397742E+02
  1389   0.807908E+03   0.192813E+02  -0.656138E+02   0.186112E+06   0.397753E+02
  1390   0.809530E+03   0.190680E+02  -0.653193E+02   0.185897E+06   0.397741E+02
  1391   0.811122E+03   0.188557E+02  -0.650104E+02   0.185682E+06   0.397708E+02
  1392   0.812684E+03   0.186444E+02  -0.646871E+02   0.185468E+06   0.397653E+02
  1393   0.814224E+03   0.184341E+02  -0.643495E+02   0.185253E+06   0.397576E+02
  1394   0.815727E+03   0.182250E+02  -0.639978E+02   0.185040E+06   0.397477E+02
  1395   0.817193E+03   0.180171E+02  -0.636322E+02   0.184826E+06   0.397357E+02
  1396   0.818630E+03   0.178103E+02  -0.632526E+02   0.184613E+06   0.397215E+02
  1397   0.820037E+03   0.176050E+02  -0.628595E+02   0.184401E+06   0.397052E+02
  1398   0.821400E+03   0.174011E+02  -0.624527E+02   0.184189E+06   0.396866E+02
  1399   0.822734E+03   0.171987E+02  -0.620327E+02   0.183977E+06   0.396659E+02
  1400   0.824023E+03   0.169978E+02  -0.615996E+02   0.183765E+06   0.396431E+02
  1401   0.825282E+03   0.167986E+02  -0.611536E+02   0.183554E+06   0.396181E+02
  1402   0.826497E+03   0.166011E+02  -0.606948E+02   0.183344E+06   0.395909E+02
  1403   0.827676E+03   0.164052E+02  -0.602236E+02   0.183134E+06   0.395616E+02
  1404   0.828817E+03   0.162112E+02  -0.597401E+02   0.182924E+06   0.395302E+02
  1405   0.829914E+03   0.160192E+02  -0.592444E+02   0.182714E+06   0.394967E+02
  1406   0.830967E+03   0.158291E+02  -0.587369E+02   0.182505E+06   0.394611E+02
  1407   0.831975E+03   0.156410E+02  -0.582177E+02   0.182296E+06   0.394234E+02
  1408   0.832946E+03   0.154550E+02  -0.576869E+02   0.182088E+06   0.393836E+02
  1409   0.833866E+03   0.152711E+02  -0.571450E+02   0.181880E+06   0.393418E+02
  1410   0.834749E+03   0.150894E+02  -0.565919E+02   0.181672E+06   0.392979E+02
