#    L    TT             EE             TE             PP             TP          
  5663   0.399082E-01   0.687872E-03  -0.513346E-03   0.192954E+05   0.307974E+00
  5664   0.398678E-01   0.685174E-03  -0.513948E-03   0.192899E+05   0.307811E+00
  5665   0.398272E-01   0.682488E-03  -0.514525E-03   0.192843E+05   0.307649E+00
  5666   0.397864E-01   0.679816E-03  -0.515080E-03   0.192788E+05   0.307487E+00
  5667   0.397454E-01   0.677157E-03  -0.515612E-03   0.192733E+05   0.307325E+00
  5668   0.397041E-01   0.674510E-03  -0.516120E-03   0.192678E+05   0.307163E+00
  5669   0.396627E-01   0.671877E-03  -0.516605E-03   0.192623E+05   0.307001E+00
  5670   0.396210E-01   0.669257E-03  -0.517067E-03   0.192568E+05   0.306840E+00
  5671   0.395791E-01   0.666650E-03  -0.517506E-03   0.192513E+05   0.306678E+00
  5672   0.395369E-01   0.664055E-03  -0.517922E-03   0.192458E+05   0.306516E+00
  5673   0.394946E-01   0.661474E-03  -0.518316E-03   0.192403E+05   0.306355E+00
  5674   0.394521E-01   0.658905E-03  -0.518687E-03   0.192348E+05   0.306193E+00
  5675   0.394094E-01   0.656348E-03  -0.519035E-03   0.192294E+05   0.306032E+00
  5676   0.393664E-01   0.653805E-03  -0.519361E-03   0.192239E+05   0.305870E+00
  5677   0.393232E-01   0.651274E-03  -0.519665E-03   0.192184E+05   0.305709E+00
  5678   0.392799E-01   0.648757E-03  -0.519946E-03   0.192129E+05   0.305548E+00
  5679   0.392363E-01   0.646251E-03  -0.520205E-03   0.192074E+05   0.305386E+00
  5680   0.391925E-01   0.643759E-03  -0.520443E-03   0.192020E+05   0.305225E+00
  5681   0.391485E-01   0.641278E-03  -0.520657E-03   0.191965E+05   0.305064E+00
  5682   0.391044E-01   0.638811E-03  -0.520850E-03   0.191910E+05   0.304903E+00
  5683   0.390600E-01   0.636356E-03  -0.521021E-03   0.191856E+05   0.304742E+00
  5684   0.390154E-01   0.633913E-03  -0.521171E-03   0.191801E+05   0.304581E+00
  5685   0.389706E-01   0.631483E-03  -0.521298E-03   0.191746E+05   0.304420E+00
  5686   0.389256E-01   0.629065E-03  -0.521404E-03   0.191692E+05   0.304260E+00
  5687   0.388805E-01   0.626660E-03  -0.521489E-03   0.191637E+05   0.304099E+00
  5688   0.388351E-01   0.624267E-03  -0.521553E-03   0.191583E+05   0.303938E+00
  5689   0.387895E-01   0.621885E-03  -0.521594E-03   0.191528E+05   0.303778E+00
  5690   0.387438E-01   0.619517E-03  -0.521615E-03   0.191473E+05   0.303617E+00
  5691   0.386978E-01   0.617161E-03  -0.521614E-03   0.191419E+05   0.303457E+00
  5692   0.386517E-01   0.614816E-03  -0.521593E-03   0.191365E+05   0.303296E+00
  5693   0.386054E-01   0.612484E-03  -0.521551E-03   0.191310E+05   0.303136E+00
  5694   0.385589E-01   0.610164E-03  -0.521487E-03   0.191256E+05   0.302976E+00
  5695   0.385121E-01   0.607856E-03  -0.521403E-03   0.191201E+05   0.302816E+00
  5696   0.384652E-01   0.605560E-03  -0.521298E-03   0.191147E+05   0.302655E+00
  5697   0.384182E-01   0.603276E-03  -0.521173E-03   0.191093E+05   0.302495E+00
  5698   0.383709E-01   0.601003E-03  -0.521027E-03   0.191038E+05   0.302335E+00
  5699   0.383234E-01   0.598743E-03  -0.520860E-03   0.190984E+05   0.302175E+00
  5700   0.382758E-01   0.596495E-03  -0.520674E-03   0.190930E+05   0.302015E+00
  5701   0.382279E-01   0.594258E-03  -0.520467E-03   0.190876E+05   0.301856E+00
  5702   0.381800E-01   0.592033E-03  -0.520240E-03   0.190821E+05   0.301696E+00
  5703   0.381318E-01   0.589820E-03  -0.519993E-03   0.190767E+05   0.301536E+00
  5704   0.380835E-01   0.587619E-03  -0.519726E-03   0.190713E+05   0.301376E+00
  5705   0.380349E-01   0.585430E-03  -0.519439E-03   0.190659E+05   0.301217E+00
  5706   0.379862E-01   0.583252E-03  -0.519132E-03   0.190605E+05   0.301057E+00
  5707   0.379373E-01   0.581086E-03  -0.518806E-03   0.190551E+05   0.300898E+00
  5708   0.378882E-01   0.578931E-03  -0.518460E-03   0.190497E+05   0.300738E+00
  5709   0.378390E-01   0.576788E-03  -0.518095E-03   0.190443E+05   0.300579E+00
  5710   0.377896E-01   0.574656E-03  -0.517710E-03   0.190389E+05   0.300420E+00
  5711   0.377400E-01   0.572536E-03  -0.517305E-03   0.190335E+05   0.300260E+00
  5712   0.376902E-01   0.570428E-03  -0.516882E-03   0.190281E+05   0.300101E+00
  5713   0.376403E-01   0.568330E-03  -0.516439E-03   0.190227E+05   0.299942E+00
  5714   0.375903E-01   0.566244E-03  -0.515978E-03   0.190173E+05   0.299783E+00
  5715   0.375400E-01   0.564169E-03  -0.515496E-03   0.190119E+05   0.299624E+00
  5716   0.374896E-01   0.562106E-03  -0.514996E-03   0.190065E+05   0.299465E+00
  5717   0.374390E-01   0.560054E-03  -0.514479E-03   0.190011E+05   0.299306E+00
  5718   0.373883E-01   0.558012E-03  -0.513941E-03   0.189957E+05   0.299147E+00
  5719   0.373374E-01   0.555983E-03  -0.513386E-03   0.189904E+05   0.298989E+00
  5720   0.372862E-01   0.553964E-03  -0.512811E-03   0.189850E+05   0.298830E+00
  5721   0.372350E-01   0.551957E-03  -0.512218E-03   0.189796E+05   0.298671E+00
  5722   0.371836E-01   0.549960E-03  -0.511607E-03   0.189742E+05   0.298512E+00
  5723   0.371320E-01   0.547975E-03  -0.510978E-03   0.189689E+05   0.298354E+00
  5724   0.370804E-01   0.546000E-03  -0.510330E-03   0.189635E+05   0.298195E+00
  5725   0.370284E-01   0.544037E-03  -0.509664E-03   0.189581E+05   0.298037E+00
  5726   0.369765E-01   0.542085E-03  -0.508981E-03   0.189528E+05   0.297879E+00
  5727   0.369242E-01   0.540142E-03  -0.508280E-03   0.189474E+05   0.297720E+00
  5728   0.368719E-01   0.538212E-03  -0.507560E-03   0.189421E+05   0.297562E+00
  5729   0.368194E-01   0.536292E-03  -0.506823E-03   0.189367E+05   0.297404E+00
  5730   0.367668E-01   0.534382E-03  -0.506068E-03   0.189314E+05   0.297245E+00
  5731   0.367140E-01   0.532484E-03  -0.505296E-03   0.189260E+05   0.297087E+00
  5732   0.366611E-01   0.530596E-03  -0.504506E-03   0.189207E+05   0.296929E+00
  5733   0.366080E-01   0.528719E-03  -0.503699E-03   0.189153E+05   0.296771E+00
  5734   0.365548E-01   0.526853E-03  -0.502875E-03   0.189100E+05   0.296613E+00
  5735   0.365014E-01   0.524997E-03  -0.502033E-03   0.189046E+05   0.296455E+00
  5736   0.364479E-01   0.523151E-03  -0.501174E-03   0.188993E+05   0.296297E+00
  5737   0.363942E-01   0.521317E-03  -0.500299E-03   0.188940E+05   0.296140E+00
  5738   0.363403E-01   0.519492E-03  -0.499406E-03   0.188886E+05   0.295982E+00
  5739   0.362864E-01   0.517678E-03  -0.498497E-03   0.188833E+05   0.295824E+00
  5740   0.362323E-01   0.515874E-03  -0.497571E-03   0.188780E+05   0.295666E+00
  5741   0.361780E-01   0.514081E-03  -0.496628E-03   0.188726E+05   0.295509E+00
  5742   0.361237E-01   0.512299E-03  -0.495668E-03   0.188673E+05   0.295351E+00
  5743   0.360692E-01   0.510526E-03  -0.494692E-03   0.188620E+05   0.295194E+00
  5744   0.360145E-01   0.508764E-03  -0.493700E-03   0.188567E+05   0.295036E+00
  5745   0.359597E-01   0.507012E-03  -0.492692E-03   0.188514E+05   0.294879E+00
  5746   0.359048E-01   0.505270E-03  -0.491667E-03   0.188460E+05   0.294722E+00
  5747   0.358498E-01   0.503538E-03  -0.490626E-03   0.188407E+05   0.294564E+00
  5748   0.357946E-01   0.501817E-03  -0.489569E-03   0.188354E+05   0.294407E+00
  5749   0.357393E-01   0.500106E-03  -0.488496E-03   0.188301E+05   0.294250E+00
  5750   0.356838E-01   0.498404E-03  -0.487407E-03   0.188248E+05   0.294093E+00
  5751   0.356283E-01   0.496712E-03  -0.486303E-03   0.188195E+05   0.293935E+00
  5752   0.355726E-01   0.495031E-03  -0.485183E-03   0.188142E+05   0.293778E+00
  5753   0.355167E-01   0.493360E-03  -0.484047E-03   0.188089E+05   0.293621E+00
  5754   0.354608E-01   0.491698E-03  -0.482896E-03   0.188036E+05   0.293464E+00
  5755   0.354047E-01   0.490046E-03  -0.481730E-03   0.187983E+05   0.293308E+00
  5756   0.353484E-01   0.488405E-03  -0.480548E-03   0.187930E+05   0.293151E+00
  5757   0.352921E-01   0.486772E-03  -0.479351E-03   0.187878E+05   0.292994E+00
  5758   0.352356E-01   0.485150E-03  -0.478138E-03   0.187825E+05   0.292837E+00
  5759   0.351791E-01   0.483537E-03  -0.476911E-03   0.187772E+05   0.292680E+00
  5760   0.351224E-01   0.481935E-03  -0.475669E-03   0.187719E+05   0.292524E+00
  5761   0.350656E-01   0.480341E-03  -0.474412E-03   0.187666E+05   0.292367E+00
  5762   0.350087E-01   0.478757E-03  -0.473140E-03   0.187613E+05   0.292210E+00
  5763   0.349516E-01   0.477183E-03  -0.471853E-03   0.187561E+05   0.292054E+00
  5764   0.348945E-01   0.475619E-03  -0.470552E-03   0.187508E+05   0.291897E+00
  5765   0.348372E-01   0.474064E-03  -0.469237E-03   0.187455E+05   0.291741E+00
  5766   0.347798E-01   0.472518E-03  -0.467907E-03   0.187403E+05   0.291585E+00
  5767   0.347223E-01   0.470981E-03  -0.466562E-03   0.187350E+05   0.291428E+00
  5768   0.346647E-01   0.469454E-03  -0.465204E-03   0.187297E+05   0.291272E+00
  5769   0.346070E-01   0.467937E-03  -0.463830E-03   0.187245E+05   0.291116E+00
  5770   0.345491E-01   0.466429E-03  -0.462444E-03   0.187192E+05   0.290959E+00
  5771   0.344912E-01   0.464930E-03  -0.461043E-03   0.187140E+05   0.290803E+00
  5772   0.344331E-01   0.463441E-03  -0.459629E-03   0.187087E+05   0.290647E+00
  5773   0.343750E-01   0.461960E-03  -0.458200E-03   0.187035E+05   0.290491E+00
  5774   0.343167E-01   0.460489E-03  -0.456758E-03   0.186982E+05   0.290335E+00
  5775   0.342584E-01   0.459026E-03  -0.455302E-03   0.186930E+05   0.290179E+00
  5776   0.341999E-01   0.457574E-03  -0.453833E-03   0.186877E+05   0.290023E+00
  5777   0.341413E-01   0.456130E-03  -0.452351E-03   0.186825E+05   0.289867E+00
  5778   0.340827E-01   0.454695E-03  -0.450855E-03   0.186773E+05   0.289711E+00
  5779   0.340239E-01   0.453269E-03  -0.449346E-03   0.186720E+05   0.289555E+00
  5780   0.339650E-01   0.451851E-03  -0.447823E-03   0.186668E+05   0.289400E+00
  5781   0.339061E-01   0.450443E-03  -0.446287E-03   0.186616E+05   0.289244E+00
  5782   0.338470E-01   0.449044E-03  -0.444739E-03   0.186563E+05   0.289088E+00
  5783   0.337878E-01   0.447654E-03  -0.443177E-03   0.186511E+05   0.288933E+00
  5784   0.337286E-01   0.446272E-03  -0.441604E-03   0.186459E+05   0.288777E+00
  5785   0.336692E-01   0.444899E-03  -0.440017E-03   0.186407E+05   0.288621E+00
  5786   0.336098E-01   0.443535E-03  -0.438417E-03   0.186354E+05   0.288466E+00
  5787   0.335502E-01   0.442180E-03  -0.436805E-03   0.186302E+05   0.288310E+00
  5788   0.334907E-01   0.440833E-03  -0.435181E-03   0.186250E+05   0.288155E+00
  5789   0.334309E-01   0.439495E-03  -0.433544E-03   0.186198E+05   0.288000E+00
  5790   0.333712E-01   0.438166E-03  -0.431894E-03   0.186146E+05   0.287844E+00
  5791   0.333113E-01   0.436844E-03  -0.430234E-03   0.186094E+05   0.287689E+00
  5792   0.332513E-01   0.435532E-03  -0.428560E-03   0.186042E+05   0.287534E+00
  5793   0.331912E-01   0.434228E-03  -0.426875E-03   0.185990E+05   0.287378E+00
  5794   0.331311E-01   0.432932E-03  -0.425177E-03   0.185938E+05   0.287223E+00
  5795   0.330708E-01   0.431645E-03  -0.423468E-03   0.185886E+05   0.287068E+00
  5796   0.330105E-01   0.430366E-03  -0.421747E-03   0.185834E+05   0.286913E+00
  5797   0.329502E-01   0.429096E-03  -0.420016E-03   0.185782E+05   0.286758E+00
  5798   0.328897E-01   0.427833E-03  -0.418271E-03   0.185730E+05   0.286603E+00
  5799   0.328292E-01   0.426580E-03  -0.416516E-03   0.185678E+05   0.286448E+00
  5800   0.327686E-01   0.425334E-03  -0.414749E-03   0.185626E+05   0.286293E+00
  5801   0.327079E-01   0.424097E-03  -0.412971E-03   0.185574E+05   0.286138E+00
  5802   0.326471E-01   0.422867E-03  -0.411182E-03   0.185522E+05   0.285983E+00
  5803   0.325862E-01   0.421646E-03  -0.409381E-03   0.185471E+05   0.285828E+00
  5804   0.325253E-01   0.420433E-03  -0.407570E-03   0.185419E+05   0.285673E+00
  5805   0.324643E-01   0.419227E-03  -0.405748E-03   0.185367E+05   0.285519E+00
  5806   0.324032E-01   0.418030E-03  -0.403914E-03   0.185315E+05   0.285364E+00
  5807   0.323421E-01   0.416841E-03  -0.402071E-03   0.185264E+05   0.285209E+00
  5808   0.322809E-01   0.415660E-03  -0.400216E-03   0.185212E+05   0.285055E+00
  5809   0.322196E-01   0.414487E-03  -0.398352E-03   0.185160E+05   0.284900E+00
  5810   0.321582E-01   0.413321E-03  -0.396476E-03   0.185109E+05   0.284745E+00
  5811   0.320968E-01   0.412163E-03  -0.394590E-03   0.185057E+05   0.284591E+00
  5812   0.320354E-01   0.411014E-03  -0.392694E-03   0.185005E+05   0.284436E+00
  5813   0.319739E-01   0.409871E-03  -0.390787E-03   0.184954E+05   0.284282E+00
  5814   0.319123E-01   0.408737E-03  -0.388871E-03   0.184902E+05   0.284127E+00
  5815   0.318506E-01   0.407610E-03  -0.386944E-03   0.184851E+05   0.283973E+00
  5816   0.317889E-01   0.406491E-03  -0.385008E-03   0.184799E+05   0.283819E+00
  5817   0.317271E-01   0.405380E-03  -0.383061E-03   0.184748E+05   0.283664E+00
  5818   0.316653E-01   0.404276E-03  -0.381106E-03   0.184696E+05   0.283510E+00
  5819   0.316034E-01   0.403179E-03  -0.379140E-03   0.184645E+05   0.283356E+00
  5820   0.315414E-01   0.402090E-03  -0.377165E-03   0.184593E+05   0.283201E+00
  5821   0.314794E-01   0.401009E-03  -0.375179E-03   0.184542E+05   0.283047E+00
  5822   0.314173E-01   0.399935E-03  -0.373185E-03   0.184491E+05   0.282893E+00
  5823   0.313552E-01   0.398868E-03  -0.371182E-03   0.184439E+05   0.282739E+00
  5824   0.312931E-01   0.397809E-03  -0.369170E-03   0.184388E+05   0.282585E+00
  5825   0.312309E-01   0.396757E-03  -0.367148E-03   0.184337E+05   0.282431E+00
  5826   0.311686E-01   0.395712E-03  -0.365116E-03   0.184285E+05   0.282277E+00
  5827   0.311062E-01   0.394674E-03  -0.363077E-03   0.184234E+05   0.282123E+00
  5828   0.310439E-01   0.393644E-03  -0.361028E-03   0.184183E+05   0.281969E+00
  5829   0.309815E-01   0.392621E-03  -0.358971E-03   0.184132E+05   0.281815E+00
  5830   0.309190E-01   0.391605E-03  -0.356905E-03   0.184081E+05   0.281661E+00
  5831   0.308565E-01   0.390596E-03  -0.354830E-03   0.184029E+05   0.281507E+00
  5832   0.307939E-01   0.389594E-03  -0.352747E-03   0.183978E+05   0.281353E+00
  5833   0.307314E-01   0.388599E-03  -0.350655E-03   0.183927E+05   0.281199E+00
  5834   0.306687E-01   0.387611E-03  -0.348555E-03   0.183876E+05   0.281046E+00
  5835   0.306061E-01   0.386630E-03  -0.346447E-03   0.183825E+05   0.280892E+00
  5836   0.305433E-01   0.385656E-03  -0.344330E-03   0.183774E+05   0.280738E+00
  5837   0.304806E-01   0.384689E-03  -0.342206E-03   0.183723E+05   0.280584E+00
  5838   0.304178E-01   0.383728E-03  -0.340074E-03   0.183672E+05   0.280431E+00
  5839   0.303550E-01   0.382775E-03  -0.337934E-03   0.183621E+05   0.280277E+00
  5840   0.302921E-01   0.381828E-03  -0.335786E-03   0.183570E+05   0.280124E+00
  5841   0.302292E-01   0.380888E-03  -0.333630E-03   0.183519E+05   0.279970E+00
  5842   0.301663E-01   0.379955E-03  -0.331467E-03   0.183468E+05   0.279816E+00
  5843   0.301033E-01   0.379028E-03  -0.329296E-03   0.183417E+05   0.279663E+00
  5844   0.300403E-01   0.378108E-03  -0.327117E-03   0.183366E+05   0.279509E+00
  5845   0.299773E-01   0.377195E-03  -0.324932E-03   0.183315E+05   0.279356E+00
  5846   0.299143E-01   0.376287E-03  -0.322739E-03   0.183265E+05   0.279203E+00
  5847   0.298512E-01   0.375387E-03  -0.320539E-03   0.183214E+05   0.279049E+00
  5848   0.297880E-01   0.374492E-03  -0.318332E-03   0.183163E+05   0.278896E+00
  5849   0.297249E-01   0.373605E-03  -0.316118E-03   0.183112E+05   0.278742E+00
  5850   0.296617E-01   0.372724E-03  -0.313897E-03   0.183061E+05   0.278589E+00
  5851   0.295986E-01   0.371849E-03  -0.311670E-03   0.183011E+05   0.278436E+00
  5852   0.295354E-01   0.370981E-03  -0.309436E-03   0.182960E+05   0.278283E+00
  5853   0.294722E-01   0.370118E-03  -0.307194E-03   0.182909E+05   0.278129E+00
  5854   0.294089E-01   0.369262E-03  -0.304947E-03   0.182859E+05   0.277976E+00
  5855   0.293456E-01   0.368412E-03  -0.302693E-03   0.182808E+05   0.277823E+00
  5856   0.292823E-01   0.367569E-03  -0.300432E-03   0.182758E+05   0.277670E+00
  5857   0.292190E-01   0.366731E-03  -0.298166E-03   0.182707E+05   0.277517E+00
  5858   0.291557E-01   0.365900E-03  -0.295893E-03   0.182656E+05   0.277364E+00
  5859   0.290924E-01   0.365075E-03  -0.293614E-03   0.182606E+05   0.277211E+00
  5860   0.290290E-01   0.364256E-03  -0.291329E-03   0.182555E+05   0.277058E+00
  5861   0.289657E-01   0.363443E-03  -0.289038E-03   0.182505E+05   0.276904E+00
  5862   0.289023E-01   0.362635E-03  -0.286742E-03   0.182454E+05   0.276751E+00
  5863   0.288389E-01   0.361834E-03  -0.284439E-03   0.182404E+05   0.276599E+00
  5864   0.287755E-01   0.361038E-03  -0.282131E-03   0.182353E+05   0.276446E+00
  5865   0.287121E-01   0.360248E-03  -0.279818E-03   0.182303E+05   0.276293E+00
  5866   0.286487E-01   0.359465E-03  -0.277500E-03   0.182253E+05   0.276140E+00
  5867   0.285852E-01   0.358687E-03  -0.275175E-03   0.182202E+05   0.275987E+00
  5868   0.285218E-01   0.357915E-03  -0.272846E-03   0.182152E+05   0.275834E+00
  5869   0.284584E-01   0.357148E-03  -0.270511E-03   0.182102E+05   0.275681E+00
  5870   0.283949E-01   0.356387E-03  -0.268171E-03   0.182051E+05   0.275528E+00
  5871   0.283315E-01   0.355631E-03  -0.265826E-03   0.182001E+05   0.275376E+00
  5872   0.282681E-01   0.354882E-03  -0.263476E-03   0.181951E+05   0.275223E+00
  5873   0.282046E-01   0.354138E-03  -0.261122E-03   0.181901E+05   0.275070E+00
  5874   0.281412E-01   0.353399E-03  -0.258762E-03   0.181850E+05   0.274917E+00
  5875   0.280777E-01   0.352666E-03  -0.256398E-03   0.181800E+05   0.274765E+00
  5876   0.280143E-01   0.351938E-03  -0.254030E-03   0.181750E+05   0.274612E+00
  5877   0.279509E-01   0.351216E-03  -0.251657E-03   0.181700E+05   0.274459E+00
  5878   0.278875E-01   0.350499E-03  -0.249280E-03   0.181650E+05   0.274307E+00
  5879   0.278240E-01   0.349787E-03  -0.246898E-03   0.181600E+05   0.274154E+00
  5880   0.277606E-01   0.349081E-03  -0.244512E-03   0.181550E+05   0.274002E+00
  5881   0.276972E-01   0.348380E-03  -0.242122E-03   0.181500E+05   0.273849E+00
  5882   0.276338E-01   0.347685E-03  -0.239728E-03   0.181449E+05   0.273697E+00
  5883   0.275704E-01   0.346994E-03  -0.237330E-03   0.181399E+05   0.273544E+00
  5884   0.275070E-01   0.346309E-03  -0.234928E-03   0.181349E+05   0.273392E+00
  5885   0.274437E-01   0.345628E-03  -0.232523E-03   0.181300E+05   0.273239E+00
  5886   0.273803E-01   0.344953E-03  -0.230114E-03   0.181250E+05   0.273087E+00
  5887   0.273170E-01   0.344282E-03  -0.227701E-03   0.181200E+05   0.272934E+00
  5888   0.272537E-01   0.343617E-03  -0.225285E-03   0.181150E+05   0.272782E+00
  5889   0.271904E-01   0.342958E-03  -0.222865E-03   0.181100E+05   0.272629E+00
  5890   0.271271E-01   0.342302E-03  -0.220442E-03   0.181050E+05   0.272477E+00
  5891   0.270638E-01   0.341652E-03  -0.218016E-03   0.181000E+05   0.272325E+00
  5892   0.270006E-01   0.341006E-03  -0.215586E-03   0.180950E+05   0.272172E+00
  5893   0.269373E-01   0.340366E-03  -0.213155E-03   0.180901E+05   0.272020E+00
  5894   0.268741E-01   0.339729E-03  -0.210719E-03   0.180851E+05   0.271868E+00
  5895   0.268109E-01   0.339098E-03  -0.208281E-03   0.180801E+05   0.271715E+00
  5896   0.267477E-01   0.338472E-03  -0.205840E-03   0.180751E+05   0.271563E+00
  5897   0.266846E-01   0.337850E-03  -0.203396E-03   0.180702E+05   0.271411E+00
  5898   0.266215E-01   0.337234E-03  -0.200951E-03   0.180652E+05   0.271259E+00
  5899   0.265584E-01   0.336621E-03  -0.198502E-03   0.180602E+05   0.271106E+00
  5900   0.264953E-01   0.336013E-03  -0.196051E-03   0.180553E+05   0.270954E+00
  5901   0.264323E-01   0.335409E-03  -0.193597E-03   0.180503E+05   0.270802E+00
  5902   0.263693E-01   0.334811E-03  -0.191142E-03   0.180453E+05   0.270650E+00
  5903   0.263063E-01   0.334216E-03  -0.188684E-03   0.180404E+05   0.270498E+00
  5904   0.262434E-01   0.333626E-03  -0.186224E-03   0.180354E+05   0.270346E+00
  5905   0.261805E-01   0.333040E-03  -0.183763E-03   0.180305E+05   0.270193E+00
  5906   0.261176E-01   0.332459E-03  -0.181299E-03   0.180255E+05   0.270041E+00
  5907   0.260548E-01   0.331882E-03  -0.178833E-03   0.180206E+05   0.269889E+00
  5908   0.259920E-01   0.331309E-03  -0.176366E-03   0.180156E+05   0.269737E+00
  5909   0.259292E-01   0.330742E-03  -0.173898E-03   0.180107E+05   0.269585E+00
  5910   0.258665E-01   0.330177E-03  -0.171428E-03   0.180057E+05   0.269433E+00
  5911   0.258038E-01   0.329617E-03  -0.168956E-03   0.180008E+05   0.269281E+00
  5912   0.257411E-01   0.329061E-03  -0.166483E-03   0.179958E+05   0.269129E+00
  5913   0.256786E-01   0.328509E-03  -0.164009E-03   0.179909E+05   0.268977E+00
  5914   0.256160E-01   0.327962E-03  -0.161533E-03   0.179860E+05   0.268825E+00
  5915   0.255535E-01   0.327418E-03  -0.159057E-03   0.179810E+05   0.268673E+00
  5916   0.254910E-01   0.326878E-03  -0.156580E-03   0.179761E+05   0.268521E+00
  5917   0.254286E-01   0.326342E-03  -0.154101E-03   0.179712E+05   0.268369E+00
  5918   0.253662E-01   0.325810E-03  -0.151622E-03   0.179663E+05   0.268217E+00
  5919   0.253039E-01   0.325282E-03  -0.149142E-03   0.179613E+05   0.268065E+00
  5920   0.252416E-01   0.324758E-03  -0.146662E-03   0.179564E+05   0.267913E+00
  5921   0.251793E-01   0.324238E-03  -0.144181E-03   0.179515E+05   0.267761E+00
  5922   0.251172E-01   0.323722E-03  -0.141700E-03   0.179466E+05   0.267610E+00
  5923   0.250551E-01   0.323209E-03  -0.139218E-03   0.179417E+05   0.267458E+00
  5924   0.249929E-01   0.322700E-03  -0.136736E-03   0.179367E+05   0.267306E+00
  5925   0.249309E-01   0.322194E-03  -0.134254E-03   0.179318E+05   0.267154E+00
  5926   0.248690E-01   0.321692E-03  -0.131772E-03   0.179269E+05   0.267002E+00
  5927   0.248070E-01   0.321194E-03  -0.129290E-03   0.179220E+05   0.266850E+00
  5928   0.247452E-01   0.320699E-03  -0.126807E-03   0.179171E+05   0.266698E+00
  5929   0.246834E-01   0.320208E-03  -0.124325E-03   0.179122E+05   0.266547E+00
  5930   0.246216E-01   0.319720E-03  -0.121844E-03   0.179073E+05   0.266395E+00
  5931   0.245600E-01   0.319236E-03  -0.119363E-03   0.179024E+05   0.266243E+00
  5932   0.244984E-01   0.318755E-03  -0.116882E-03   0.178975E+05   0.266091E+00
  5933   0.244368E-01   0.318278E-03  -0.114401E-03   0.178926E+05   0.265940E+00
  5934   0.243753E-01   0.317803E-03  -0.111922E-03   0.178877E+05   0.265788E+00
  5935   0.243139E-01   0.317333E-03  -0.109443E-03   0.178828E+05   0.265636E+00
  5936   0.242526E-01   0.316865E-03  -0.106965E-03   0.178779E+05   0.265484E+00
  5937   0.241912E-01   0.316400E-03  -0.104488E-03   0.178731E+05   0.265333E+00
  5938   0.241301E-01   0.315939E-03  -0.102012E-03   0.178682E+05   0.265181E+00
  5939   0.240689E-01   0.315481E-03  -0.995367E-04   0.178633E+05   0.265029E+00
  5940   0.240078E-01   0.315026E-03  -0.970626E-04   0.178584E+05   0.264877E+00
  5941   0.239468E-01   0.314574E-03  -0.945903E-04   0.178535E+05   0.264726E+00
  5942   0.238858E-01   0.314126E-03  -0.921191E-04   0.178487E+05   0.264574E+00
  5943   0.238250E-01   0.313680E-03  -0.896489E-04   0.178438E+05   0.264422E+00
  5944   0.237642E-01   0.313236E-03  -0.871805E-04   0.178389E+05   0.264271E+00
  5945   0.237035E-01   0.312797E-03  -0.847139E-04   0.178340E+05   0.264119E+00
  5946   0.236429E-01   0.312360E-03  -0.822492E-04   0.178292E+05   0.263967E+00
  5947   0.235823E-01   0.311926E-03  -0.797855E-04   0.178243E+05   0.263816E+00
  5948   0.235218E-01   0.311494E-03  -0.773243E-04   0.178195E+05   0.263664E+00
  5949   0.234614E-01   0.311065E-03  -0.748650E-04   0.178146E+05   0.263512E+00
  5950   0.234011E-01   0.310639E-03  -0.724082E-04   0.178097E+05   0.263361E+00
  5951   0.233408E-01   0.310216E-03  -0.699532E-04   0.178049E+05   0.263209E+00
  5952   0.232807E-01   0.309796E-03  -0.675000E-04   0.178000E+05   0.263057E+00
  5953   0.232206E-01   0.309378E-03  -0.650494E-04   0.177952E+05   0.262906E+00
  5954   0.231606E-01   0.308963E-03  -0.626013E-04   0.177903E+05   0.262754E+00
  5955   0.231007E-01   0.308551E-03  -0.601557E-04   0.177855E+05   0.262603E+00
  5956   0.230409E-01   0.308141E-03  -0.577128E-04   0.177806E+05   0.262451E+00
  5957   0.229811E-01   0.307733E-03  -0.552731E-04   0.177758E+05   0.262299E+00
  5958   0.229215E-01   0.307327E-03  -0.528352E-04   0.177709E+05   0.262148E+00
  5959   0.228619E-01   0.306925E-03  -0.504006E-04   0.177661E+05   0.261996E+00
  5960   0.228025E-01   0.306524E-03  -0.479693E-04   0.177613E+05   0.261845E+00
  5961   0.227431E-01   0.306126E-03  -0.455406E-04   0.177564E+05   0.261693E+00
  5962   0.226838E-01   0.305731E-03  -0.431151E-04   0.177516E+05   0.261541E+00
  5963   0.226247E-01   0.305337E-03  -0.406930E-04   0.177467E+05   0.261390E+00
  5964   0.225656E-01   0.304946E-03  -0.382741E-04   0.177419E+05   0.261238E+00
  5965   0.225066E-01   0.304557E-03  -0.358593E-04   0.177371E+05   0.261087E+00
  5966   0.224477E-01   0.304170E-03  -0.334470E-04   0.177323E+05   0.260935E+00
  5967   0.223889E-01   0.303785E-03  -0.310388E-04   0.177274E+05   0.260784E+00
  5968   0.223302E-01   0.303402E-03  -0.286338E-04   0.177226E+05   0.260632E+00
  5969   0.222716E-01   0.303022E-03  -0.262329E-04   0.177178E+05   0.260480E+00
  5970   0.222131E-01   0.302644E-03  -0.238361E-04   0.177130E+05   0.260329E+00
  5971   0.221547E-01   0.302267E-03  -0.214432E-04   0.177082E+05   0.260177E+00
  5972   0.220964E-01   0.301892E-03  -0.190545E-04   0.177033E+05   0.260026E+00
