#    L    TT             EE             BB             TE          
   358    0.19967E+01    0.10867E-01    0.66039E-02    0.60084E-01
   359    0.20043E+01    0.10720E-01    0.65864E-02    0.58840E-01
   360    0.20110E+01    0.10578E-01    0.65709E-02    0.57529E-01
   361    0.20168E+01    0.10443E-01    0.65572E-02    0.56154E-01
   362    0.20216E+01    0.10314E-01    0.65453E-02    0.54718E-01
   363    0.20256E+01    0.10190E-01    0.65352E-02    0.53226E-01
   364    0.20286E+01    0.10071E-01    0.65268E-02    0.51681E-01
   365    0.20308E+01    0.99588E-02    0.65200E-02    0.50087E-01
   366    0.20321E+01    0.98518E-02    0.65146E-02    0.48447E-01
   367    0.20325E+01    0.97502E-02    0.65108E-02    0.46764E-01
   368    0.20321E+01    0.96541E-02    0.65083E-02    0.45044E-01
   369    0.20309E+01    0.95633E-02    0.65071E-02    0.43288E-01
   370    0.20289E+01    0.94778E-02    0.65071E-02    0.41502E-01
   371    0.20261E+01    0.93976E-02    0.65083E-02    0.39688E-01
   372    0.20225E+01    0.93226E-02    0.65105E-02    0.37850E-01
   373    0.20181E+01    0.92527E-02    0.65138E-02    0.35992E-01
   374    0.20130E+01    0.91879E-02    0.65180E-02    0.34117E-01
   375    0.20071E+01    0.91282E-02    0.65230E-02    0.32229E-01
   376    0.20005E+01    0.90734E-02    0.65289E-02    0.30332E-01
   377    0.19932E+01    0.90235E-02    0.65354E-02    0.28430E-01
   378    0.19852E+01    0.89784E-02    0.65426E-02    0.26525E-01
   379    0.19765E+01    0.89382E-02    0.65504E-02    0.24622E-01
   380    0.19672E+01    0.89026E-02    0.65586E-02    0.22724E-01
   381    0.19572E+01    0.88718E-02    0.65673E-02    0.20835E-01
   382    0.19465E+01    0.88455E-02    0.65763E-02    0.18959E-01
   383    0.19352E+01    0.88239E-02    0.65855E-02    0.17099E-01
   384    0.19233E+01    0.88067E-02    0.65950E-02    0.15259E-01
   385    0.19108E+01    0.87940E-02    0.66046E-02    0.13442E-01
   386    0.18977E+01    0.87856E-02    0.66143E-02    0.11653E-01
   387    0.18841E+01    0.87816E-02    0.66239E-02    0.98940E-02
   388    0.18698E+01    0.87818E-02    0.66334E-02    0.81697E-02
   389    0.18551E+01    0.87863E-02    0.66428E-02    0.64835E-02
